Shipment_ID,Order_Date,Delivery_Date,Scheduled_Delivery_Date,Origin_City,Destination_City,Distance_KM,Carrier_ID,Vehicle_Type,Shipment_Weight_KG,Shipment_Volume_M3,Priority_Level,Customer_ID,Freight_Cost,Delivery_Status
SHP-02668,2024-08-07,2024-08-10,2024-08-09,Seattle,Chicago,1277,CAR-008,Cargo Plane,264.5,0.764,Standard,CUST-4616,2011.91,Delayed
SHP-02669,2023-07-16,2023-07-19,2023-07-18,Atlanta,Detroit,1506,CAR-006,Semi-Truck,491.65,0.803,Express,CUST-7054,2054.89,Delayed
SHP-02670,2023-09-22,2023-09-23,2023-09-23,Chicago,Atlanta,666,CAR-003,Semi-Truck,544.39,1.141,Express,CUST-4019,1417.05,On-Time
SHP-02671,2024-03-04,2024-03-07,2024-03-05,Phoenix,Philadelphia,712,CAR-002,Van,1024.54,1.851,Standard,CUST-6685,900.75,Delayed
SHP-02672,2023-08-23,2023-08-24,2023-08-24,Miami,Atlanta,2467,CAR-008,Van,264.66,0.541,Overnight,CUST-4059,7691.24,On-Time
SHP-02673,2023-05-02,2023-05-05,2023-05-05,Los Angeles,Detroit,1958,CAR-003,Van,509.57,1.015,Standard,CUST-8404,2790.76,On-Time
SHP-02674,2024-03-14,2024-03-15,2024-03-15,Seattle,Phoenix,1030,CAR-002,Truck,231.82,0.672,Overnight,CUST-6177,1607.58,On-Time
SHP-02675,2024-09-19,2024-09-23,2024-09-20,Chicago,Nashville,530,CAR-008,Van,469.97,1.151,Standard,CUST-2637,949.32,Delayed
SHP-02676,2023-04-05,2023-04-07,2023-04-07,Cleveland,Seattle,1004,CAR-005,Cargo Plane,274.4,0.387,Standard,CUST-5115,1072.56,On-Time
SHP-02677,2024-06-30,2024-07-01,2024-07-01,Miami,Washington DC,1276,CAR-001,Truck,420.58,0.943,Express,CUST-1100,1713.8,On-Time
SHP-02678,2024-07-03,2024-07-05,2024-07-05,Phoenix,Denver,1412,CAR-007,Truck,191.97,0.242,Standard,CUST-9102,1367.45,On-Time
SHP-02679,2024-07-26,2024-07-29,2024-07-29,Denver,Boston,1973,CAR-008,Semi-Truck,442.57,0.921,Standard,CUST-6871,3129.9,On-Time
SHP-02680,2024-03-30,2024-03-31,2024-03-31,Houston,Chicago,1770,CAR-002,Semi-Truck,945.85,2.044,Overnight,CUST-7693,4845.55,On-Time
SHP-02681,2023-09-27,2023-09-29,2023-09-28,Houston,New York,1238,CAR-004,Truck,586.36,1.628,Express,CUST-3697,1752.52,Delayed
SHP-02682,2023-02-24,2023-02-25,2023-02-25,Minneapolis,San Francisco,361,CAR-005,Van,143.86,0.364,Standard,CUST-8843,390.09,On-Time
SHP-02683,2023-12-17,2023-12-20,2023-12-20,Minneapolis,Houston,1678,CAR-006,Truck,793.17,1.668,Standard,CUST-9721,2258.01,On-Time
SHP-02684,2023-02-19,2023-02-20,2023-02-20,Denver,Cleveland,353,CAR-005,Truck,155.43,0.249,Standard,CUST-3765,366.64,On-Time
SHP-02685,2024-01-13,2024-01-15,2024-01-14,Los Angeles,Phoenix,724,CAR-005,Semi-Truck,1140.37,2.796,Overnight,CUST-4810,2667.78,Delayed
SHP-02686,2024-05-30,2024-06-02,2024-06-02,Milwaukee,Seattle,1567,CAR-001,Van,368.93,0.879,Standard,CUST-5396,1578.71,On-Time
SHP-02687,2023-02-18,2023-02-21,2023-02-21,Boston,Washington DC,1643,CAR-008,Semi-Truck,564.83,1.508,Standard,CUST-7019,2794.83,On-Time
SHP-02688,2023-10-20,2023-10-23,2023-10-22,Philadelphia,Miami,1803,CAR-004,Truck,206.19,0.519,Express,CUST-2256,1660.86,Delayed
SHP-02689,2023-04-25,2023-04-26,2023-04-26,Washington DC,Chicago,216,CAR-002,Van,390.04,0.9,Standard,CUST-5677,193.65,On-Time
SHP-02690,2024-07-04,2024-07-05,2024-07-05,Phoenix,San Francisco,687,CAR-003,Semi-Truck,347.58,0.522,Express,CUST-2390,1189.13,On-Time
SHP-02691,2024-04-06,2024-04-08,2024-04-08,Seattle,Chicago,1277,CAR-003,Semi-Truck,266.23,0.579,Standard,CUST-4979,1670.82,On-Time
SHP-02692,2024-11-11,2024-11-12,2024-11-12,Nashville,Denver,346,CAR-002,Truck,166.47,0.443,Standard,CUST-1503,262.9,On-Time
SHP-02693,2023-07-16,2023-07-18,2023-07-18,Atlanta,Miami,1634,CAR-005,Truck,893.04,2.46,Express,CUST-3780,4286.06,On-Time
SHP-02694,2023-03-16,2023-03-18,2023-03-17,Los Angeles,Baltimore,737,CAR-006,Truck,563.28,1.211,Express,CUST-2102,1030.75,Delayed
SHP-02695,2024-09-13,2024-09-14,2024-09-14,Houston,Dallas,597,CAR-004,Cargo Plane,532.31,1.535,Express,CUST-4184,737.37,On-Time
SHP-02696,2023-02-03,2023-02-07,2023-02-07,Houston,Seattle,2123,CAR-007,Cargo Plane,339.43,1.003,Standard,CUST-9934,2356.5,On-Time
SHP-02697,2024-05-30,2024-06-02,2024-06-02,Washington DC,Denver,2265,CAR-005,Van,166.69,0.171,Express,CUST-6423,3651.13,On-Time
SHP-02698,2023-08-24,2023-08-25,2023-08-25,Washington DC,Detroit,1443,CAR-006,Van,161.72,0.32,Express,CUST-2701,1703.68,On-Time
SHP-02699,2024-06-11,2024-06-15,2024-06-15,Dallas,San Francisco,2238,CAR-003,Semi-Truck,471.93,0.59,Standard,CUST-9276,2848.23,On-Time
SHP-02700,2023-10-21,2023-10-22,2023-10-22,Minneapolis,Dallas,975,CAR-003,Van,126.31,0.338,Standard,CUST-3822,1143.55,On-Time
SHP-02701,2023-10-13,2023-10-15,2023-10-15,Phoenix,Dallas,1350,CAR-008,Semi-Truck,117.41,0.189,Standard,CUST-5286,1732.61,On-Time
SHP-02702,2023-09-26,2023-09-27,2023-09-27,Atlanta,Philadelphia,883,CAR-005,Semi-Truck,478.19,0.568,Standard,CUST-9766,1182.31,On-Time
SHP-02703,2024-01-06,2024-01-08,2024-01-08,Milwaukee,Seattle,1567,CAR-006,Truck,492.71,0.888,Express,CUST-2755,2446.11,On-Time
SHP-02704,2023-01-16,2023-01-18,2023-01-18,Baltimore,Cleveland,1893,CAR-006,Truck,402.03,0.466,Express,CUST-6251,2757.43,On-Time
SHP-02705,2023-09-04,2023-09-05,2023-09-05,Baltimore,Detroit,1154,CAR-006,Van,772.81,2.204,Express,CUST-9396,1849.84,On-Time
SHP-02706,2024-11-07,2024-11-10,2024-11-10,Cleveland,Chicago,1695,CAR-003,Truck,1034.0,1.128,Standard,CUST-7972,3475.7,On-Time
SHP-02707,2024-08-23,2024-08-25,2024-08-25,Seattle,Dallas,1076,CAR-007,Semi-Truck,126.74,0.359,Standard,CUST-1998,1126.96,On-Time
SHP-02708,2023-11-10,2023-11-13,2023-11-11,Houston,Dallas,597,CAR-006,Truck,707.23,1.069,Overnight,CUST-8363,1349.41,Delayed
SHP-02709,2024-11-28,2024-12-02,2024-12-01,Philadelphia,New York,1500,CAR-002,Truck,458.09,0.907,Standard,CUST-9854,1345.07,Delayed
SHP-02710,2024-01-26,2024-01-30,2024-01-28,Chicago,Los Angeles,1715,CAR-006,Van,810.48,1.095,Express,CUST-4709,3021.28,Delayed
SHP-02711,2024-08-29,2024-08-30,2024-08-30,Seattle,New York,569,CAR-008,Truck,818.7,1.932,Standard,CUST-2690,1285.65,On-Time
SHP-02712,2023-06-04,2023-06-05,2023-06-05,Milwaukee,Philadelphia,579,CAR-001,Cargo Plane,185.78,0.248,Overnight,CUST-7420,1028.02,On-Time
SHP-02713,2023-06-10,2023-06-11,2023-06-11,Atlanta,Nashville,848,CAR-005,Truck,725.79,1.064,Overnight,CUST-9432,2786.44,On-Time
SHP-02714,2023-02-20,2023-02-22,2023-02-21,Boston,Chicago,652,CAR-005,Truck,408.24,1.073,Express,CUST-2984,1231.45,Delayed
SHP-02715,2023-02-15,2023-02-20,2023-02-18,San Francisco,Nashville,2023,CAR-002,Van,390.47,1.003,Express,CUST-1266,2332.44,Delayed
SHP-02716,2023-03-06,2023-03-09,2023-03-07,Seattle,Houston,973,CAR-006,Truck,90.96,0.153,Express,CUST-9321,1062.99,Delayed
SHP-02717,2024-10-08,2024-10-12,2024-10-12,Los Angeles,Washington DC,2090,CAR-005,Semi-Truck,207.25,0.272,Standard,CUST-8878,2393.61,On-Time
SHP-02718,2024-01-31,2024-02-03,2024-02-01,San Francisco,Philadelphia,250,CAR-002,Truck,278.72,0.429,Standard,CUST-2522,228.52,Delayed
SHP-02719,2023-10-23,2023-10-26,2023-10-26,Minneapolis,Los Angeles,1779,CAR-006,Semi-Truck,51.17,0.113,Standard,CUST-6231,1260.52,On-Time
SHP-02720,2024-10-27,2024-10-31,2024-10-31,Boston,Cleveland,2455,CAR-004,Semi-Truck,266.64,0.304,Standard,CUST-8906,1966.44,On-Time
SHP-02721,2023-10-10,2023-10-12,2023-10-11,Denver,San Francisco,750,CAR-007,Semi-Truck,229.87,0.425,Standard,CUST-4194,781.64,Delayed
SHP-02722,2023-11-19,2023-11-20,2023-11-20,Philadelphia,Denver,839,CAR-008,Semi-Truck,550.96,0.578,Standard,CUST-2600,1556.99,On-Time
SHP-02723,2023-02-05,2023-02-07,2023-02-07,Baltimore,Milwaukee,1245,CAR-002,Semi-Truck,74.3,0.134,Standard,CUST-7623,805.01,On-Time
SHP-02724,2023-07-06,2023-07-08,2023-07-08,Atlanta,Cleveland,1482,CAR-003,Semi-Truck,475.4,0.774,Standard,CUST-6397,2264.22,On-Time
SHP-02725,2024-08-25,2024-08-26,2024-08-26,New York,Philadelphia,462,CAR-003,Semi-Truck,516.49,1.134,Standard,CUST-1754,720.76,On-Time
SHP-02726,2024-03-22,2024-03-24,2024-03-24,Detroit,San Francisco,1497,CAR-006,Semi-Truck,364.05,0.881,Standard,CUST-2209,1473.55,On-Time
SHP-02727,2023-01-14,2023-01-15,2023-01-15,Houston,Phoenix,1957,CAR-006,Truck,133.8,0.195,Overnight,CUST-4683,2911.01,On-Time
SHP-02728,2023-10-16,2023-10-18,2023-10-18,San Francisco,Atlanta,1315,CAR-001,Truck,678.05,0.853,Standard,CUST-7534,1594.53,On-Time
SHP-02729,2024-09-20,2024-09-23,2024-09-22,Atlanta,Detroit,1506,CAR-003,Semi-Truck,99.02,0.237,Express,CUST-8691,2143.26,Delayed
SHP-02730,2023-02-12,2023-02-14,2023-02-14,Houston,Detroit,1160,CAR-007,Van,694.47,1.069,Standard,CUST-8043,1773.82,On-Time
SHP-02731,2024-03-05,2024-03-11,2024-03-07,Denver,Miami,1292,CAR-002,Van,531.79,1.255,Standard,CUST-1252,1178.14,Delayed
SHP-02732,2024-06-24,2024-06-28,2024-06-28,Houston,Denver,2478,CAR-004,Truck,1024.23,1.941,Standard,CUST-2938,2945.03,On-Time
SHP-02733,2024-04-28,2024-05-02,2024-05-02,Detroit,New York,2099,CAR-003,Truck,349.09,0.891,Standard,CUST-2190,2491.64,On-Time
SHP-02734,2024-01-08,2024-01-09,2024-01-09,Washington DC,Phoenix,327,CAR-001,Semi-Truck,88.32,0.098,Standard,CUST-6947,255.94,On-Time
SHP-02735,2024-04-09,2024-04-11,2024-04-10,Philadelphia,Houston,1156,CAR-004,Truck,181.3,0.454,Express,CUST-3072,1034.6,Delayed
SHP-02736,2023-01-23,2023-01-24,2023-01-24,Philadelphia,Baltimore,1727,CAR-002,Van,464.74,0.542,Overnight,CUST-9552,3349.07,On-Time
SHP-02737,2024-08-14,2024-08-16,2024-08-16,Houston,Atlanta,1070,CAR-007,Semi-Truck,340.2,0.368,Standard,CUST-2288,1284.01,On-Time
SHP-02738,2024-07-20,2024-07-21,2024-07-21,New York,Houston,840,CAR-002,Semi-Truck,163.4,0.469,Express,CUST-3280,947.6,On-Time
SHP-02739,2023-03-16,2023-03-17,2023-03-17,Baltimore,Los Angeles,652,CAR-006,Truck,419.17,0.491,Express,CUST-2929,833.85,On-Time
SHP-02740,2024-04-16,2024-04-18,2024-04-17,Seattle,Minneapolis,204,CAR-005,Van,139.87,0.168,Standard,CUST-8999,199.08,Delayed
SHP-02741,2023-10-31,2023-11-04,2023-11-02,Washington DC,Dallas,1260,CAR-005,Van,322.51,0.888,Standard,CUST-5592,1523.11,Delayed
SHP-02742,2023-04-05,2023-04-06,2023-04-06,Phoenix,New York,1281,CAR-002,Truck,407.41,1.154,Express,CUST-3900,1564.57,On-Time
SHP-02743,2023-06-16,2023-06-17,2023-06-17,Seattle,Minneapolis,204,CAR-007,Semi-Truck,42.12,0.083,Standard,CUST-8360,184.63,On-Time
SHP-02744,2023-02-24,2023-02-27,2023-02-27,Atlanta,Phoenix,2053,CAR-002,Semi-Truck,208.25,0.35,Express,CUST-7003,2032.82,On-Time
SHP-02745,2023-09-30,2023-10-01,2023-10-01,Denver,Miami,1292,CAR-007,Van,1004.5,1.081,Overnight,CUST-1743,4271.09,On-Time
SHP-02746,2023-11-23,2023-11-28,2023-11-27,Los Angeles,Cleveland,2095,CAR-001,Truck,532.01,1.445,Standard,CUST-3069,2510.74,Delayed
SHP-02747,2024-01-11,2024-01-12,2024-01-12,Nashville,Minneapolis,322,CAR-006,Van,331.59,0.531,Standard,CUST-1815,271.75,On-Time
SHP-02748,2023-03-06,2023-03-08,2023-03-08,Los Angeles,Philadelphia,1905,CAR-004,Van,25.76,0.052,Express,CUST-5507,1556.63,On-Time
SHP-02749,2023-02-24,2023-02-27,2023-02-27,Nashville,Phoenix,1734,CAR-003,Van,179.67,0.474,Standard,CUST-8700,2091.27,On-Time
SHP-02750,2023-07-01,2023-07-03,2023-07-03,Chicago,Cleveland,1295,CAR-001,Semi-Truck,152.95,0.219,Standard,CUST-5587,1150.66,On-Time
SHP-02751,2023-01-06,2023-01-07,2023-01-07,Houston,Dallas,597,CAR-003,Truck,238.26,0.37,Standard,CUST-9465,772.28,On-Time
SHP-02752,2023-07-07,2023-07-10,2023-07-10,Baltimore,Miami,1999,CAR-005,Van,766.62,1.248,Standard,CUST-2476,3434.79,On-Time
SHP-02753,2023-05-20,2023-05-21,2023-05-21,Milwaukee,Denver,2227,CAR-008,Van,854.59,1.95,Overnight,CUST-7113,9334.99,On-Time
SHP-02754,2023-01-07,2023-01-09,2023-01-09,Phoenix,Baltimore,1319,CAR-002,Van,1250.91,1.759,Standard,CUST-1966,1930.52,On-Time
SHP-02755,2023-04-04,2023-04-07,2023-04-06,Washington DC,Los Angeles,1180,CAR-006,Truck,132.63,0.284,Standard,CUST-2789,943.61,Delayed
SHP-02756,2024-11-03,2024-11-06,2024-11-05,Phoenix,Chicago,1281,CAR-005,Van,787.46,1.216,Standard,CUST-6942,2175.88,Delayed
SHP-02757,2023-08-21,2023-08-22,2023-08-22,Boston,Baltimore,1848,CAR-006,Semi-Truck,1158.19,2.895,Overnight,CUST-1718,6008.96,On-Time
SHP-02758,2023-02-03,2023-02-05,2023-02-05,Miami,New York,1054,CAR-006,Semi-Truck,282.7,0.848,Standard,CUST-1075,892.02,On-Time
SHP-02759,2024-05-10,2024-05-13,2024-05-13,Houston,Phoenix,1957,CAR-001,Semi-Truck,480.8,1.045,Standard,CUST-2419,1975.61,On-Time
SHP-02760,2024-05-31,2024-06-02,2024-06-02,Houston,Detroit,1160,CAR-004,Truck,345.09,0.636,Standard,CUST-4719,979.14,On-Time
SHP-02761,2024-10-23,2024-10-24,2024-10-24,Nashville,Denver,346,CAR-007,Truck,247.77,0.49,Standard,CUST-4495,379.17,On-Time
SHP-02762,2024-02-27,2024-03-03,2024-02-29,San Francisco,Dallas,1366,CAR-004,Truck,145.24,0.382,Standard,CUST-7773,856.95,Delayed
SHP-02763,2023-04-01,2023-04-04,2023-04-02,Houston,Phoenix,1957,CAR-007,Semi-Truck,70.67,0.138,Overnight,CUST-6093,3249.95,Delayed
SHP-02764,2024-07-05,2024-07-10,2024-07-06,Denver,Cleveland,353,CAR-007,Semi-Truck,707.58,0.868,Standard,CUST-6444,495.27,Delayed
SHP-02765,2023-02-16,2023-02-20,2023-02-20,Miami,Atlanta,2467,CAR-003,Semi-Truck,756.31,1.664,Standard,CUST-7607,4080.35,On-Time
SHP-02766,2023-08-16,2023-08-17,2023-08-17,Boston,Seattle,453,CAR-005,Van,510.37,1.068,Express,CUST-4495,798.28,On-Time
SHP-02767,2024-01-04,2024-01-05,2024-01-05,Seattle,Nashville,468,CAR-002,Truck,234.76,0.488,Standard,CUST-3480,339.15,On-Time
SHP-02768,2024-03-06,2024-03-10,2024-03-10,New York,Atlanta,2169,CAR-005,Truck,68.44,0.092,Standard,CUST-9940,2168.82,On-Time
SHP-02769,2024-03-21,2024-03-23,2024-03-23,Miami,Baltimore,1353,CAR-003,Truck,475.82,0.94,Standard,CUST-9977,2080.57,On-Time
SHP-02770,2023-08-13,2023-08-14,2023-08-14,Phoenix,Philadelphia,712,CAR-001,Cargo Plane,136.87,0.203,Overnight,CUST-9247,1254.18,On-Time
SHP-02771,2023-07-19,2023-07-22,2023-07-22,Philadelphia,Baltimore,1727,CAR-008,Cargo Plane,330.61,0.348,Standard,CUST-4733,2901.94,On-Time
SHP-02772,2024-01-27,2024-01-28,2024-01-28,Minneapolis,Boston,1221,CAR-004,Semi-Truck,453.26,1.348,Overnight,CUST-3259,2206.79,On-Time
SHP-02773,2024-07-07,2024-07-10,2024-07-10,Houston,Chicago,1770,CAR-007,Truck,142.7,0.2,Standard,CUST-5533,1860.88,On-Time
SHP-02774,2024-12-22,2024-12-24,2024-12-24,San Francisco,Cleveland,1171,CAR-005,Truck,582.96,0.851,Standard,CUST-6774,1760.69,On-Time
SHP-02775,2023-03-23,2023-03-25,2023-03-24,Phoenix,Philadelphia,712,CAR-003,Truck,645.93,1.139,Standard,CUST-1159,1087.06,Delayed
SHP-02776,2024-08-31,2024-09-04,2024-09-04,Milwaukee,Denver,2227,CAR-005,Semi-Truck,246.36,0.276,Standard,CUST-6317,2370.45,On-Time
SHP-02777,2023-04-20,2023-04-22,2023-04-21,Minneapolis,San Francisco,361,CAR-004,Truck,261.18,0.747,Standard,CUST-4826,290.4,Delayed
SHP-02778,2023-04-13,2023-04-14,2023-04-14,Seattle,Dallas,1076,CAR-004,Cargo Plane,567.54,1.19,Overnight,CUST-1312,1902.8,On-Time
SHP-02779,2023-05-26,2023-05-27,2023-05-27,Denver,Minneapolis,780,CAR-005,Van,148.11,0.188,Standard,CUST-7374,821.95,On-Time
SHP-02780,2023-02-25,2023-02-26,2023-02-26,New York,Los Angeles,823,CAR-004,Van,40.96,0.044,Express,CUST-7077,702.01,On-Time
SHP-02781,2023-08-28,2023-09-01,2023-08-31,Dallas,Washington DC,1863,CAR-004,Semi-Truck,406.49,0.904,Standard,CUST-1010,1725.48,Delayed
SHP-02782,2023-03-26,2023-03-27,2023-03-27,Dallas,Detroit,740,CAR-007,Van,479.46,0.736,Express,CUST-6854,1263.63,On-Time
SHP-02783,2023-03-02,2023-03-05,2023-03-05,Los Angeles,Philadelphia,1905,CAR-002,Semi-Truck,232.86,0.58,Standard,CUST-1831,1408.72,On-Time
SHP-02784,2023-03-22,2023-03-25,2023-03-25,Atlanta,San Francisco,1695,CAR-001,Truck,42.15,0.077,Standard,CUST-3999,1301.07,On-Time
SHP-02785,2023-12-22,2023-12-23,2023-12-23,Detroit,Baltimore,846,CAR-002,Truck,138.47,0.2,Overnight,CUST-6567,1247.87,On-Time
SHP-02786,2023-02-02,2023-02-05,2023-02-03,Nashville,Houston,493,CAR-002,Van,625.03,1.797,Standard,CUST-4133,479.17,Delayed
SHP-02787,2023-05-13,2023-05-14,2023-05-14,Miami,Chicago,763,CAR-004,Truck,306.97,0.844,Standard,CUST-6999,599.57,On-Time
SHP-02788,2024-10-21,2024-10-23,2024-10-23,Philadelphia,Boston,1015,CAR-008,Van,244.15,0.252,Standard,CUST-2077,1501.19,On-Time
SHP-02789,2023-02-19,2023-02-22,2023-02-22,Atlanta,Los Angeles,1831,CAR-002,Truck,522.94,1.568,Standard,CUST-5981,1988.59,On-Time
SHP-02790,2023-01-13,2023-01-17,2023-01-15,Houston,Baltimore,1063,CAR-004,Semi-Truck,122.34,0.351,Standard,CUST-1514,738.83,Delayed
SHP-02791,2023-08-08,2023-08-12,2023-08-12,Los Angeles,Cleveland,2095,CAR-005,Truck,152.7,0.367,Standard,CUST-5656,2279.25,On-Time
SHP-02792,2023-03-07,2023-03-11,2023-03-09,Chicago,Minneapolis,1494,CAR-005,Van,284.29,0.739,Standard,CUST-2536,1657.13,Delayed
SHP-02793,2023-08-15,2023-08-16,2023-08-16,Houston,New York,1238,CAR-008,Truck,429.68,1.187,Overnight,CUST-9936,4576.68,On-Time
SHP-02794,2024-01-03,2024-01-04,2024-01-04,Chicago,Denver,659,CAR-001,Semi-Truck,277.4,0.691,Standard,CUST-6578,632.77,On-Time
SHP-02795,2023-05-31,2023-06-05,2023-06-02,Philadelphia,Boston,1015,CAR-004,Truck,355.62,0.408,Standard,CUST-1213,770.2,Delayed
SHP-02796,2024-10-21,2024-10-23,2024-10-23,San Francisco,Atlanta,1315,CAR-007,Truck,144.65,0.167,Standard,CUST-9970,1304.84,On-Time
SHP-02797,2023-03-02,2023-03-04,2023-03-04,Seattle,Atlanta,1191,CAR-007,Truck,236.71,0.25,Standard,CUST-4958,1283.08,On-Time
SHP-02798,2024-05-05,2024-05-09,2024-05-08,Los Angeles,Detroit,1958,CAR-001,Truck,168.79,0.444,Standard,CUST-4175,1837.21,Delayed
SHP-02799,2024-08-06,2024-08-07,2024-08-07,Phoenix,Dallas,1350,CAR-006,Truck,74.29,0.135,Express,CUST-4686,1388.34,On-Time
SHP-02800,2023-01-22,2023-01-24,2023-01-23,Philadelphia,Nashville,597,CAR-006,Truck,650.16,1.287,Standard,CUST-3575,710.24,Delayed
SHP-02801,2023-12-09,2023-12-10,2023-12-10,Seattle,Los Angeles,856,CAR-007,Van,383.49,1.048,Standard,CUST-2194,912.39,On-Time
SHP-02802,2024-05-20,2024-05-26,2024-05-24,Dallas,Philadelphia,2181,CAR-004,Truck,104.27,0.267,Standard,CUST-2732,1378.73,Delayed
SHP-02803,2024-04-15,2024-04-17,2024-04-16,Nashville,Cleveland,966,CAR-004,Van,164.76,0.342,Standard,CUST-3448,728.08,Delayed
SHP-02804,2023-08-13,2023-08-15,2023-08-15,New York,Nashville,1638,CAR-003,Truck,642.52,1.832,Express,CUST-2142,3631.23,On-Time
SHP-02805,2023-01-16,2023-01-20,2023-01-18,Dallas,Boston,1563,CAR-002,Van,133.1,0.293,Express,CUST-1760,1710.28,Delayed
SHP-02806,2023-12-31,2024-01-03,2024-01-03,Atlanta,Los Angeles,1831,CAR-007,Truck,642.95,1.274,Standard,CUST-7783,2318.72,On-Time
SHP-02807,2024-06-06,2024-06-11,2024-06-09,Detroit,Philadelphia,1728,CAR-006,Van,558.6,0.858,Standard,CUST-7432,2012.85,Delayed
SHP-02808,2024-03-30,2024-04-03,2024-04-03,Baltimore,Houston,2285,CAR-008,Van,530.03,1.047,Standard,CUST-5613,3945.04,On-Time
SHP-02809,2024-11-25,2024-11-28,2024-11-28,New York,Chicago,1934,CAR-004,Cargo Plane,112.71,0.235,Standard,CUST-9897,1255.45,On-Time
SHP-02810,2024-04-06,2024-04-11,2024-04-09,Los Angeles,Dallas,1886,CAR-007,Truck,595.52,0.663,Standard,CUST-6106,2711.83,Delayed
SHP-02811,2023-06-21,2023-06-23,2023-06-23,Houston,Atlanta,1070,CAR-004,Van,85.33,0.197,Standard,CUST-3935,702.76,On-Time
SHP-02812,2023-01-09,2023-01-10,2023-01-10,Atlanta,Houston,909,CAR-006,Van,360.86,0.386,Express,CUST-2273,1143.1,On-Time
SHP-02813,2023-09-19,2023-09-22,2023-09-21,Phoenix,New York,1281,CAR-003,Truck,359.46,1.005,Standard,CUST-1017,1724.42,Delayed
SHP-02814,2024-03-31,2024-04-02,2024-04-02,Atlanta,Cleveland,1482,CAR-006,Semi-Truck,742.71,1.602,Standard,CUST-1100,1664.86,On-Time
SHP-02815,2023-07-05,2023-07-11,2023-07-08,Los Angeles,Milwaukee,1546,CAR-004,Semi-Truck,54.79,0.11,Standard,CUST-3800,894.75,Delayed
SHP-02816,2023-03-11,2023-03-12,2023-03-12,Boston,Philadelphia,786,CAR-005,Semi-Truck,217.93,0.499,Standard,CUST-9556,823.57,On-Time
SHP-02817,2024-08-09,2024-08-10,2024-08-10,Milwaukee,Seattle,1567,CAR-006,Semi-Truck,45.63,0.084,Overnight,CUST-2836,2201.32,On-Time
SHP-02818,2024-05-30,2024-06-03,2024-06-03,Philadelphia,Washington DC,2119,CAR-007,Truck,457.97,1.15,Standard,CUST-6127,2672.14,On-Time
SHP-02819,2024-08-05,2024-08-06,2024-08-06,Atlanta,Philadelphia,883,CAR-002,Truck,426.44,0.589,Express,CUST-2543,1086.37,On-Time
SHP-02820,2024-01-26,2024-01-29,2024-01-27,Philadelphia,Phoenix,600,CAR-008,Van,330.6,0.917,Standard,CUST-4872,944.37,Delayed
SHP-02821,2024-05-05,2024-05-10,2024-05-08,Houston,Chicago,1770,CAR-006,Semi-Truck,465.18,1.375,Standard,CUST-3532,1968.31,Delayed
SHP-02822,2024-06-04,2024-06-05,2024-06-05,Nashville,Washington DC,859,CAR-007,Truck,411.71,0.804,Overnight,CUST-6095,2041.65,On-Time
SHP-02823,2023-02-24,2023-02-28,2023-02-26,Houston,Minneapolis,1685,CAR-005,Cargo Plane,215.65,0.327,Express,CUST-3662,2667.54,Delayed
SHP-02824,2023-01-02,2023-01-04,2023-01-04,Philadelphia,Houston,1156,CAR-004,Truck,858.48,2.111,Standard,CUST-4746,1320.22,On-Time
SHP-02825,2023-05-19,2023-05-20,2023-05-20,Los Angeles,Minneapolis,769,CAR-002,Van,278.83,0.409,Express,CUST-8983,933.41,On-Time
SHP-02826,2023-10-13,2023-10-16,2023-10-16,Nashville,Seattle,2186,CAR-001,Semi-Truck,959.52,1.091,Express,CUST-9599,4182.46,On-Time
SHP-02827,2023-04-23,2023-04-24,2023-04-24,Boston,Chicago,652,CAR-006,Cargo Plane,264.46,0.791,Standard,CUST-4215,540.65,On-Time
SHP-02828,2024-12-18,2024-12-21,2024-12-21,Houston,Chicago,1770,CAR-008,Van,285.61,0.622,Standard,CUST-1213,2538.33,On-Time
SHP-02829,2023-05-11,2023-05-14,2023-05-13,Phoenix,New York,1281,CAR-001,Van,155.19,0.359,Standard,CUST-4588,1200.67,Delayed
SHP-02830,2023-05-15,2023-05-17,2023-05-17,Washington DC,Detroit,1443,CAR-007,Truck,32.63,0.085,Standard,CUST-2691,1351.45,On-Time
SHP-02831,2023-09-07,2023-09-13,2023-09-11,Cleveland,New York,2288,CAR-002,Van,686.01,1.35,Standard,CUST-9246,2456.59,Delayed
SHP-02832,2023-04-06,2023-04-10,2023-04-10,Denver,New York,2341,CAR-004,Semi-Truck,292.43,0.478,Standard,CUST-1047,1649.96,On-Time
SHP-02833,2024-11-29,2024-11-30,2024-11-30,New York,Dallas,2002,CAR-008,Van,300.47,0.457,Overnight,CUST-8208,5969.26,On-Time
SHP-02834,2024-04-12,2024-04-13,2024-04-13,Chicago,Washington DC,969,CAR-005,Truck,581.07,1.458,Standard,CUST-9802,1379.07,On-Time
SHP-02835,2023-08-18,2023-08-21,2023-08-20,Washington DC,Philadelphia,1339,CAR-002,Van,262.13,0.376,Standard,CUST-2468,1094.9,Delayed
SHP-02836,2024-03-01,2024-03-05,2024-03-02,Dallas,Milwaukee,1383,CAR-002,Semi-Truck,396.73,0.893,Express,CUST-7195,1878.0,Delayed
SHP-02837,2024-09-14,2024-09-16,2024-09-16,Detroit,Boston,1467,CAR-001,Semi-Truck,449.36,0.701,Standard,CUST-9698,1497.01,On-Time
